act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
DP770/2026,10.09.2026,Decret,Decret pentru promulgarea Legii privind scutirea de unele taxe și impozite la importul/livrările de mărfuri și/sau servicii destinate implementării Acordului-cadru de împrumut dintre Banca de Dezvoltare a Consiliului Europei și Republica Moldova „Modernizarea școlilor (facilitatea de finanțare publică)”,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=156367&lang=ro
LP199/2026,03.09.2026,Lege,Lege privind scutirea de unele taxe și impozite la importul/livrările de mărfuri și/sau servicii destinate implementării Acordului-cadru de împrumut dintre Banca de Dezvoltare a Consiliului Europei și Republica Moldova „Modernizarea școlilor (facilitatea de finanțare publică)”,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=156368&lang=ro
DP763/2026,03.09.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=156249&lang=ro
O147/2026,02.09.2026,Ordin,Ordin cu privire la aducerea la cunoştinţa publică a datei intrării în vigoare a Acordului de colaborare dintre Instituţia Publică Organizaţia pentru Dezvoltarea Antreprenoriatului şi Programul Naţiunilor Unite pentru Dezvoltare pentru implementarea proiectului „Comunităţi reziliente prin abilitarea femeilor”,Asistență tehnică,PNUD,,MO 407-409,,https://www.legis.md/cautare/getResults?document_status=0&nr_doc=147&datepicker1=24.08.2026&publication_status=+-+TOATE+-+&nr=&publish_date=&search_type=1&search_string=
LP188/2026,24.08.2026,Lege,Lege pentru ratificarea Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=156261&lang=ro
DP741/2026,21.08.2026,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Amendamentului la Acordurile de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155993&lang=ro
OMMPS273/2026,18.08.2026,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Amendamentului nr. 1, semnat la Chișinău la 29 iulie 2026, la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la Chișinău la 2 martie 2026",Grant,FICR,29.07.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=156195&lang=ro
HG442/2026,12.08.2026,Hotărâre,"Hotărâre cu privire la aprobarea Amendamentului nr. 1, semnat la Chișinău la 29 iulie 2026, la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova’’, semnat la Chișinău la 2 martie 2026",Grant,FICR,29.07.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155817&lang=ro
HG430/2026,06.08.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de colaborare dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Programul Națiunilor Unite pentru Dezvoltare pentru implementarea proiectului „Comunități reziliente prin abilitarea femeilor”,Asistență tehnică,PNUD,,MO 359-362,,https://www.legis.md/cautare/getResults?document_status=0&nr_doc=430&datepicker1=05.08.2026&publication_status=+-+TOATE+-+&nr=&publish_date=&search_type=1&search_string=
DP716/2026,05.08.2026,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155677&lang=ro
DP715/2026,05.08.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155814&lang=ro
LP157/2026,30.07.2026,Lege,"Lege pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155678&lang=ro
LP155/2026,30.07.2026,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155816&lang=ro
HG416/2026,29.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Amendamentului nr. 1 la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul receîn Republica Moldova”, semnat la Chișinău la 2 martie 2026",Grant,FICR,02.03.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155555&lang=ro
HG406/2026,29.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM), și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectuluide competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM), semnat la 26 iunie 2026",Împrumut,BIRD / AID,26.06.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155546&lang=ro
HG405/2026,29.07.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnăriiAcordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului VI de reabilitare a drumurilor din Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155545&lang=ro
HG384/2026,29.07.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea Proiectului „Moldova – Proiect de alimentare durabilă cu apă (irigații)” și împuternicirea delegației oficiale pentru negocieri,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155597&lang=ro
HG383/2026,29.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”, semnat la Chișinău la 29 iunie 2026",Împrumut,BEI,29.06.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155541&lang=ro
DP700/2026,27.07.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155563&lang=ro
OME49/2026,24.07.2026,Ordin,"Ordin cu privire la comunicarea publică a datei intrării în vigoare a Acordului de grant investițional dintre Republica Moldova, Banca Europeană de Investiții și Unitatea Consolidată pentru Implementarea și Monitorizarea Proiectelor în domeniul Energeticii privind implementarea Proiectului „Eficiența energetică în Republica Moldova”",Grant,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155646&lang=ro
LP143/2026,23.07.2026,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155570&lang=ro
HG374/2026,22.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Scrisorii de modificare, semnate la Chișinău la 23 iunie 2026, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”, semnat la Chișinău la 27 iunie 2023",Împrumut,BERD,27.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155411&lang=ro
DP690/2026,20.07.2026,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155431&lang=ro
LP137/2026,09.07.2026,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155433&lang=ro
HG353/2026,01.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții „Reabilitarea și modernizarea școlilor din Moldova”, semnat la Chișinău și Luxemburg la 17 iunie 2026",Împrumut,BEI,17.06.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155208&lang=ro
HG331/2026,24.06.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155030&lang=ro
DP666/2026,24.06.2026,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind acordarea grantului prin intermediul Facilității de grant pentru pregătirea proiectelor în vederea realizării proiectului construcției unor capacități noi de înaltă eficiență de generare a energiei termice și electrice pentru Societatea pe Acțiuni „Termoelectrica”,Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155093&lang=ro
OMMPS179/2026,19.06.2026,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Foii de parcurs 2026–2029 pentru implementarea Memorandumului de Înțelegere privind cooperarea în domeniul muncii și ocupării forței de muncă, semnat la 18 octombrie 2023 între Ministerul Muncii și Protecției Sociale al Republicii Moldova și Departamentul Federal pentru Afaceri Economice, Educație și Cercetare al Confederației Elvețiene, reprezentat de Secretariatul de Stat pentru Afaceri Economice, semnată la Geneva la 8 iunie 2026",Asistență tehnică,Elveția,18.10.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=155027&lang=ro
HG323/2026,17.06.2026,Hotărâre,"Hotărâre privind inițierea negocierilor şi aprobarea semnării Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare „RLF – Răspuns de urgenţă – Căile Ferate din Moldova”, semnat la Chișinău la 27 iunie 2023",Împrumut,BERD,27.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154911&lang=ro
DP648/2026,15.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154897&lang=ro
DP647/2026,15.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Grant,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154889&lang=ro
DP644/2026,12.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154851&lang=ro
HG311/2026,11.06.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova, semnat la 5 iunie 2026",Împrumut,BIRD,05.06.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154828&lang=ro
HG301/2026,11.06.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154821&lang=ro
LP98/2026,04.06.2026,Lege,Lege pentru ratificarea Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154852&lang=ro
LP97/2026,04.06.2026,Lege,Lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154898&lang=ro
LP96/2026,04.06.2026,Lege,Lege pentru ratificarea Acordului de grant dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Grant,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154890&lang=ro
HG277/2026,27.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de modificare nr. 1, semnat la Chișinău la 19 decembrie 2025, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova, semnat la Londra la 22 ianuarie 2024",Împrumut,BERD,19.12.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154636&lang=ro
HG276/2026,27.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154635&lang=ro
HG275/2026,27.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare, acționând în calitate de administrator al Fondului fiduciar multidonator al Programului „Creștere, reziliență și oportunități pentru bunăstare în Moldova (M-Grow)” (finanțare suplimentară pentru proiectul de competitivitate a întreprinderilor micro, mici și mijlocii)",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154634&lang=ro
HG274/2026,27.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”, semnat la Chișinău la 14 mai 2026",Împrumut,AFD,14.05.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154633&lang=ro
HG270/2026,27.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant investițional dintre Republica Moldova, Banca Europeană de Investiții și Unitatea consolidată pentru implementarea și monitorizarea proiectelor în domeniul energeticii privind implementarea Proiectului „Eficiența energetică în Republica Moldova”",Grant,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154629&lang=ro
OMDED75/2026,26.05.2026,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de înțelegere între Ministerul Dezvoltării Economice și Digitalizării al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare (SDC) privind consultanța în domeniul bunei guvernări și a dezvoltării economice în Republica Moldova,Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154675&lang=ro
DP617/2026,25.05.2026,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitatea întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154608&lang=ro
HG252/2026,13.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”,Grant,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154380&lang=ro
HG251/2026,13.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154378&lang=ro
HG238/2026,06.05.2026,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Republicii Federale Germania privind cooperarea tehnică pentru detașarea unui expert german în cadrul Cabinetului viceprim-ministrului pentru integrare europeană al Republicii Moldova",Grant,Germania,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154246&lang=ro
OMAIA53/2026,29.04.2026,Ordin,"Ordin cu privire la semnarea şi intrarea în vigoare a Memorandumului de Înţelegere privind Cooperarea în domeniul Agriculturii Inteligente din punct de vedere Climatic şi al Sistemelor Alimentare Durabile între Ministerul Agriculturii şi Industriei Alimentare al Republicii Moldova şi Ministerul Agriculturii, Naturii şi Calităţii Alimentelor al Regatului Ţărilor de Jos",Asistență tehnică,Olanda,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154308&lang=ro
HG215/2026,29.04.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154161&lang=ro
OMMPS98/2026,15.04.2026,Ordin,"Ordin cu privire la aducerea la cunoștința publică și intrarea în vigoare a Amendamentului nr. 1 la Memorandumul de înțelegere dintre Ministerul Muncii și Protecției Sociale al Republicii Moldova, Ministerul Muncii și Aspectelor Sociale al Republicii Cehe și Agenția Cehă pentru Dezvoltare privind implementarea Proiectului „Sprijin pentru implementarea reformei RESTART în Republica Moldova”, în cadrul cooperării pentru dezvoltare dintre Republica Cehă și Republica Moldova, semnat la Chișinău la 19 martie 2026 și la Praga la 23 martie 2026",Asistență tehnică,Cehia,19.03.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=154195&lang=ro
HG166/2026,08.04.2026,Hotărâre,"Hotărâre pentru aprobarea Amendamentului nr. 1 la Memorandumul de înțelegere dintre Ministerul Muncii și Protecției Sociale al Republicii Moldova, Ministerul Muncii și Aspectelor Sociale al Republicii Cehe și Agenția Cehă pentru Dezvoltare privind implementarea Proiectului „Sprijin pentru implementarea reformei RESTART în Republica Moldova”, în cadrul cooperării pentru dezvoltare dintre Republica Cehă și Republica Moldova, semnat la Chișinău la 19 martie 2026 și la Praga la 23 martie 2026",Asistență tehnică,Cehia,19.03.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153876&lang=ro
HG132/2026,25.03.2026,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Republicii Federale Germania privind cooperarea tehnică pentru finanțarea proiectelor „Facilitarea aderării la UE prin coordonare și angajament în Moldova (FACE)”, „Economie rezilientă, inovatoare și durabilă în Moldova (RISE)”, „Servicii publice puternice pentru comunele din Moldova (SPS)” și „Consolidarea infrastructurii de calitate pentru aderarea la UE și competitivitate”",Asistență tehnică,Germania,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153642&lang=ro
HG115/2026,18.03.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Amendamentului nr. 1 la Memorandumul de înțelegere dintre Ministerul Muncii și Protecției Sociale al Republicii Moldova, Ministerul Muncii și Aspectelor Sociale al Republicii Cehe și Agenția Cehă pentru Dezvoltare privind implementarea Proiectului „Sprijin pentru implementarea reformei RESTART în Republica Moldova” în cadrul cooperării pentru dezvoltare dintre Republica Cehă și Republica Moldova, semnat la 15 octombrie 2025",Asistență tehnică,Cehia,15.10.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153524&lang=ro
OMMPS73/2026,16.03.2026,Ordin,Ordin cu privire la semnarea și intrarea în vigoare a Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”,Grant,FICR,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153901&lang=ro
HG90/2026,04.03.2026,Hotărâre,"Hotărâre cu privire la aprobarea Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la 2 martie 2026",Grant,FICR,02.03.2026,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153328&lang=ro
HG87/2026,04.03.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Guvernul Republicii Moldova și Agenția Japoneză pentru Cooperare Internațională pentru Proiectul „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția Publică Compania «Teleradio-Moldova»”,Grant,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153323&lang=ro
HG85/2026,04.03.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153320&lang=ro
DP552/2026,27.02.2026,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Înțelegerii, întocmită prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind cooperarea tehnică pentru finanțarea proiectului „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția PublicăCompania «Teleradio-Moldova»”",Asistență tehnică,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153304&lang=ro
HG80/2026,25.02.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”,Grant,FICR,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153164&lang=ro
LP11/2026,19.02.2026,Lege,"Lege pentru ratificarea Înțelegerii, întocmită prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind cooperarea tehnică pentru finanțarea proiectului „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția Publică Compania «Teleradio-Moldova»”",Asistență tehnică,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153307&lang=ro
OMM23/2026,04.02.2026,Ordin,"Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, acționând în calitate de entitate de implementare a Fondului Global de Mediu, pentru implementarea Proiectului „Restaurarea ecosistemelor pentru prevenirea poluării marine”",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=153061&lang=ro
OMDED25/2026,29.01.2026,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei (GIZ) pentru proiectul „Întreprinderi și Comune Puternice pentru Moldova”,Grant,GIZ,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152886&lang=ro
HG15/2026,14.01.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind cooperarea tehnică pentru finanțarea Proiectului „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția Publică Compania «Teleradio- Moldova»”, semnată la Chișinău la 4 decembrie 2025",Asistență tehnică,Japonia,04.12.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152563&lang=ro
HG14/2026,14.01.2026,Hotărâre,"Hotărâre pentru aprobarea Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei (GIZ) pentru implementarea Proiectului „Întreprinderi și comune puternice pentru Moldova”, semnat la Chișinău la 30 decembrie 2025",Grant,GIZ,30.12.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152562&lang=ro
