act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
DP1055/2023,07.08.2023,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova, reprezentat de Ministerul Finanțelor, și Agenția Japoneză pentru Cooperare Internațională pentru realizarea Programului „Politici de dezvoltare întru redresarea economică”",Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138542&lang=ro
DP1054/2023,07.08.2023,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind acordarea unui împrumut pentru politici de dezvoltare întru redresarea economică a Republicii Moldova",Împrumut,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138479&lang=ro
DP1051/2023,07.08.2023,Decret,Decret privind inițierea negocierilor asupra proiectului Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului „Securitatea furnizării gazelor naturale”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138483&lang=ro
DP1050/2023,07.08.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut (Proiectul „Îmbunătățirea calității educației”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138468&lang=ro
HG565/2023,02.08.2023,Hotărâre,"Hotărâre pentru inițierea negocierilor și aprobarea semnării Addendumului nr. 2 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind dezvoltarea zonelor rurale în Republica Moldova, semnat la Chișinău la 21 iulie 2017",Grant,UE,21.07.2017,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138359&lang=ro
LP236/2023,31.07.2023,Lege,"Lege pentru ratificarea Acordului, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind acordarea unui împrumut pentru politici de dezvoltare întru redresarea economică a Republicii Moldova",Împrumut,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138480&lang=ro
LP235/2023,31.07.2023,Lege,"Lege pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova, reprezentat de Ministerul Finanțelor, și Agenția Japoneză pentru Cooperare Internațională pentru realizarea Programului „Politici de dezvoltare întru redresarea economică”",Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138544&lang=ro
LP232/2023,31.07.2023,Lege,Lege pentru ratificarea Addendumului la Memorandumul de înțelegere dintre Republica Moldova și Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova,Grant,UE,,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138476&lang=ro
LP231/2023,31.07.2023,Lege,Lege pentru ratificarea Addendumului la Acordul de grant dintre Republica Moldova și Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova,Grant,UE,,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138474&lang=ro
LP230/2023,31.07.2023,Lege,"Lege pentru ratificarea Addendumului la Acordul de facilitate de împrumut dintre Republica Moldova, Uniunea Europeană și Banca Națională a Moldovei privind asistența macrofinanciară pentru Republica Moldova",Împrumut,UE,,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138472&lang=ro
LP224/2023,31.07.2023,Lege,Lege pentru ratificarea Acordului de împrumut (Proiectul „Îmbunătățirea calității educației”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138469&lang=ro
LP223/2023,31.07.2023,Lege,"Lege pentru ratificarea Acordului de grant al Fondului fiduciar cu donatori multipli al Parteneriatului pentru învățarea timpurie (Proiectul „Îmbunătățirea calității educației”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, în calitate de administrator al ELP",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138466&lang=ro
LP222/2023,31.07.2023,Lege,"Lege pentru ratificarea Acordului de grant al Parteneriatului Global pentru Educație (Proiectul „Îmbunătățirea calității educației”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, în calitate de agent de grant al Parteneriatului Global pentru Educație",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138464&lang=ro
LP218/2023,31.07.2023,Lege,Lege pentru ratificarea celui de-al cincisprezecelea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova și Guvernul Statelor Unite ale Americii pentru creștere economică durabilă ancorată în integrarea europeană,Grant,SUA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138291&lang=ro
DP1048/2023,31.07.2023,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de grant Fondul fiduciar multidonator dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare în vederea cofinanțării suplimentare a Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138294&lang=ro
DP1046/2023,31.07.2023,Decret,Decret cu privire la promulgarea Legii pentru ratificarea celui de-al cincisprezecelea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova și Guvernul Statelor Unite ale Americii pentru creștere economică durabilă ancorată în integrarea europeană,Grant,SUA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138290&lang=ro
DP1039/2023,31.07.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova” și la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138323&lang=ro
DP1038/2023,31.07.2023,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 4, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții în vederea implementării Proiectului „Livada Moldovei” și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova",Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138325&lang=ro
DP1036/2023,31.07.2023,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138388&lang=ro
HG537/2023,26.07.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare, în sumă de 40 milioane de euro",Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138207&lang=ro
HG527/2023,26.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Addendumului, semnat la 20 iulie 2023, la Memorandumul de Înţelegere dintre Republica Moldova şi Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova, semnat la Bruxelles la 22 iunie 2022",Grant,UE,20.07.2023,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138203&lang=ro
HG526/2023,26.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Addendumului, semnat la 20 iulie 2023, la Acordul de facilitate de împrumut dintre Republica Moldova, Uniunea Europeană și Banca Națională a Moldovei privind asistența macrofinanciară pentru Republica Moldova, semnat la Bruxelles la 22 iunie 2022",Împrumut,UE,20.07.2023,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138202&lang=ro
HG525/2023,26.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Addendumului, semnat la 20 iulie 2023, la Acordul de grant dintre Republica Moldova şi Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova, semnat la Bruxelles la 22 iunie 2022",Grant,UE,20.07.2023,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=138201&lang=ro
LP217/2023,20.07.2023,Lege,"Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138391&lang=ro
LP206/2023,20.07.2023,Lege,"Lege pentru ratificarea Amendamentului nr. 4, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții în vederea implementării Proiectului „Livada Moldovei” și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova",Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138326&lang=ro
LP205/2023,20.07.2023,Lege,Lege pentru ratificarea Amendamentului la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova” și la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138324&lang=ro
DP1010/2023,14.07.2023,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Oficiul Prim-ministrului Ungariei pentru Programul Regiunea Dunării Interreg IV-B 2021-2027",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138015&lang=ro
HG484/2023,12.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului, întocmit prin schimb de note, dintre Guvernul Republicii Moldova şi Guvernul Japoniei privind acordarea unui împrumut pentru politici de dezvoltare întru redresarea economică a Republicii Moldova, semnat la Chișinău la 10 iulie 2023",Împrumut,Japonia,10.07.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137977&lang=ro
HG483/2023,12.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova, reprezentat de Ministerul Finanțelor, și Agenția Japoneză pentru Cooperare Internațională pentru realizarea Programului „Politici de dezvoltare întru redresarea economică”, semnat la Chișinău la 10 iulie 2023",Împrumut,JICA,10.07.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137975&lang=ro
HG479/2023,12.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea celui de-al cincisprezecelea Amendament, semnat la 30 iunie 2023, la Acordul de asistenţă privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru creștere economică durabilă ancorată în integrarea europeană, semnat la Chişinău la 28 septembrie 2016",Grant,SUA,30.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=138011&lang=ro
DP1002/2023,10.07.2023,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137972&lang=ro
LP184/2023,07.07.2023,Lege,"Lege pentru ratificarea Acordului de finanțare dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137974&lang=ro
HG469/2023,05.07.2023,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului-cadru de împrumut dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea proiectului „Construcția Spitalului Regional Bălți”,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137837&lang=ro
HG458/2023,05.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului, semnat la Chișinău la 30 iunie 2023, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova”, semnat la 18 octombrie 2019, și la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România, semnat la Chișinău la 20 decembrie 2017",Împrumut,BEI,30.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137828&lang=ro
HG457/2023,05.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 4, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Livada Moldovei”, semnat la Chișinău la 31 iulie 2014, și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea lui",Împrumut,BEI,31.07.2014,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137827&lang=ro
HG456/2023,05.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant al Fondului fiduciar cu donatori multipli al Parteneriatului pentru învățarea timpurie (ELP) (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, în calitate de administrator al ELP, semnat la Chișinău la 30 iunie 2023",Grant,BIRD,30.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137826&lang=ro
HG455/2023,05.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant al Parteneriatului Global pentru Educație (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, ca Agent de Grant al Parteneriatului Global pentru Educație, semnat la Chișinău la 30 iunie 2023",Grant,BIRD,30.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137825&lang=ro
HG454/2023,05.07.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, semnat la Chișinău la 30 iunie 2023",Împrumut,BIRD,30.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137824&lang=ro
DP995/2023,05.07.2023,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Addendumului la Acordul de grant dintre Republica Moldova și Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova,Grant,UE,,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=137851&lang=ro
DP994/2023,05.07.2023,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Addendumului la Memorandumul de Înțelegere dintre Republica Moldova și Uniunea Europeană privind asistența macrofinanciară pentru Republica Moldova,Grant,UE,,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=137850&lang=ro
DP987/2023,29.06.2023,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de grant „Fondul fiduciar multidonator pentru cofinanțarea Programului «Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2»” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137793&lang=ro
HG437/2023,28.06.2023,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137709&lang=ro
HG436/2023,28.06.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Addendumului la Acordul de facilitate de împrumut dintre Republica Moldova, Uniunea Europeană și Banca Națională a Moldovei privind asistența macrofinanciară pentru Republica Moldova, semnat la Bruxelles la 22 iunie 2022",Împrumut,UE,22.06.2022,legis.md,da,https://www.legis.md/cautare/getResults?doc_id=137708&lang=ro
LP166/2023,22.06.2023,Lege,"Lege pentru ratificarea Acordului de grant „Fondul fiduciar multidonator pentru cofinanțarea Programului «Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2»” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137794&lang=ro
HG413/2023,21.06.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Republicii Federale Germania privind cooperarea tehnică pentru finanțarea proiectului „Suport comunităților moldovenești în găzduirea refugiaților ucraineni în Republica Moldova”",Asistență tehnică,Germania,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137543&lang=ro
HG411/2023,21.06.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Memorandumului de înțelegere dintre Guvernul Republicii Moldova, reprezentat de Ministerul Finanțelor, Ministerul Energiei, Ministerul Mediului și Ministerul Muncii și Protecției Sociale, și Agenția Franceză pentru Dezvoltare",Asistență tehnică,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137542&lang=ro
HG409/2023,21.06.2023,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Guvernul Republicii Moldova, reprezentat de Ministerul Finanțelor, și Agenția Japoneză pentru Cooperare Internațională pentru realizarea Programului „Politici de dezvoltare întru redresarea economică”",Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137541&lang=ro
HG402/2023,21.06.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”, semnat la 5 iunie 2023",Împrumut,BIRD,05.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137534&lang=ro
DP979/2023,21.06.2023,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-B NEXT Bazinul Mării Negre 2021-2027",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137595&lang=ro
DP978/2023,21.06.2023,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Republica Moldova, Comisia Europeană și Ministerul Dezvoltării, Lucrărilor Publice și Administrației al României pentru Programul Interreg VI-A NEXT România – Republica Moldova 2021-2027",Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137594&lang=ro
DP976/2023,21.06.2023,Decret,"Decret pentru aprobarea semnării Acordului de grant al Fondului fiduciar cu donatori multipli al Parteneriatului pentru învățarea timpurie (ELP) (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, în calitate de administrator al ELP",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137529&lang=ro
DP975/2023,21.06.2023,Decret,"Decret pentru aprobarea semnării Acordului de grant al Parteneriatului Global pentru Educație (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, ca Agent de Grant al Parteneriatului Global pentru Educație",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137528&lang=ro
DP974/2023,21.06.2023,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova și Comisia Europeană privind programul „UE pentru reziliență și guvernanță”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137592&lang=ro
DP972/2023,20.06.2023,Decret,"Decret privind inițierea negocierilor şi aprobarea semnării Acordului de grant dintre Republica Moldova, Î.S. „Calea Ferată din Moldova” și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de Urgență – Căile Ferate din Moldova”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137527&lang=ro
LP154/2023,15.06.2023,Lege,Lege pentru ratificarea Acordului de finanțare dintre Republica Moldova și Comisia Europeană privind programul „UE pentru reziliență și guvernanță”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137593&lang=ro
HG389/2023,14.06.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 4, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Livada Moldovei”, semnat la Chișinău la 31 iulie 2014, și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova, semnat la Luxembourg la 25 iunie 2013",Împrumut,BEI,31.07.2014,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137396&lang=ro
HG388/2023,14.06.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova”, semnat la 18 octombrie 2019, și la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România, semnat la Chișinău la 20 decembrie 2017",Împrumut,BEI,18.10.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137395&lang=ro
HG385/2023,14.06.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant „Fondul fiduciar multidonator pentru cofinanțarea Programului «Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2»” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare, semnat la 12 iunie 2023",Grant,BIRD / AID,12.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137393&lang=ro
HG384/2023,14.06.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanțare dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”, semnat la 9 iunie 2023",Împrumut,BIRD,09.06.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137383&lang=ro
HG359/2023,07.06.2023,Hotărâre,Hotărâre privind inițierea negocierilor şi aprobarea semnării Acordului de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137233&lang=ro
HG353/2023,07.06.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de Finanțare dintre Republica Moldova și Comisia Europeană privind Programul „UE pentru reziliență și guvernanță”, semnat la 11 mai 2023",Grant,UE,11.05.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137230&lang=ro
DP951/2023,06.06.2023,Decret,"Decret pentru aprobarea semnării Acordului de grant Fondul fiduciar multidonator dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare în vederea cofinanțării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137225&lang=ro
HG335/2023,31.05.2023,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137161&lang=ro
HG334/2023,31.05.2023,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de finanțare dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137160&lang=ro
DP945/2023,31.05.2023,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementului deșeurilor solide, în sumă de 5 600 000 euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137219&lang=ro
LP127/2023,26.05.2023,Lege,"Lege pentru ratificarea Acordului de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementului deșeurilor solide, în sumă de 5 600 000 euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137220&lang=ro
HG316/2023,24.05.2023,Hotărâre,"Hotărâre pentru inițierea negocierilor și aprobarea semnării Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Republicii Federale Germania privind cooperarea financiară („Producerea de energie ecologică și eficiența energetică”și „Alimentarea cu apă și evacuarea apelor uzate în raionul Cahul II”)",Grant,Germania,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=137098&lang=ro
HG288/2023,17.05.2023,Hotărâre,"Hotărâre cu privire la iniţierea negocierilor şi aprobarea semnării celui de-al cincisprezecelea Amendament la Acordul de asistenţă privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru creștere economică durabilă ancorată în integrarea europeană, semnat la Chișinău la 28 septembrie 2016",Grant,SUA,28.09.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136973&lang=ro
HG277/2023,10.05.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind acordarea unui împrumut pentru politici de dezvoltare întru redresarea economică a Republicii Moldova",Împrumut,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136878&lang=ro
HG276/2023,10.05.2023,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Guvernul Republicii Moldova și Agenția Japoneză pentru Cooperare Internațională pentru realizarea Proiectului „Politici de dezvoltare întru redresarea economică”,Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136877&lang=ro
